,Type,Name
1025,Clear,ALMATY_20120110_045500_59.fit.gz
1026,Background noise,OOTY_20120110_050001_59.fit.gz
1027,Clear,ALMATY_20120110_051000_59.fit.gz
1028,Background noise,OOTY_20120110_051501_59.fit.gz
1029,Clear,ALMATY_20120110_052500_59.fit.gz
1030,Background noise,SWMC_20120110_053000_59.fit.gz
1031,Clear,ALMATY_20120110_054000_59.fit.gz
1032,Background noise,SWMC_20120110_054500_59.fit.gz
1033,Clear,ALMATY_20120110_055500_59.fit.gz
1034,Background noise,SWMC_20120110_060000_59.fit.gz
1035,Clear,ALMATY_20120110_061000_59.fit.gz
1036,Background noise,SWMC_20120110_061500_59.fit.gz
1037,Type 3,ALMATY_20120110_062500_59.fit.gz
1038,Background noise,SWMC_20120110_063000_59.fit.gz
1039,Background noise,SWMC_20120110_064500_59.fit.gz
1040,Background noise,SWMC_20120110_070000_59.fit.gz
1041,Background noise,SWMC_20120110_071500_59.fit.gz
1042,Background noise,SWMC_20120110_073000_59.fit.gz
1043,Background noise,BLENSW_20120110_074502_59.fit.gz
1044,Background noise,BLENSW_20120110_080006_59.fit.gz
1045,Background noise,DARO_20120110_081501_59.fit.gz
1046,Background noise,DARO_20120110_083001_59.fit.gz
1047,Background noise,DARO_20120110_084501_59.fit.gz
1048,Background noise,BLENSW_20120110_085331_59.fit.gz
1049,Background noise,DARO_20120110_090001_59.fit.gz
1050,Background noise,OSRA_20120110_090500_59.fit.gz
1051,Type 3,DARO_20120110_091501_59.fit.gz
1052,Type 3,OSRA_20120110_092000_59.fit.gz
1053,Background noise,BLEN7M_20120110_093002_25.fit.gz
1054,Background noise,BLEN7M_20120110_094504_25.fit.gz
1055,Background noise,INPE_20120110_094852_59.fit.gz
1056,Background noise,BLEN7M_20120110_100005_25.fit.gz
1057,Background noise,OSRA_20120110_100500_59.fit.gz
1058,Background noise,BLEN7M_20120110_101506_25.fit.gz
1059,Background noise,INPE_20120110_101857_59.fit.gz
1060,Type 3,BLEN7M_20120110_103008_25.fit.gz
1061,Background noise,INPE_20120110_103359_59.fit.gz
1062,Background noise,BLEN7M_20120110_104509_25.fit.gz
1063,Background noise,INPE_20120110_104901_59.fit.gz
1064,Background noise,BLEN7M_20120110_110010_25.fit.gz
1065,Background noise,INPE_20120110_110403_59.fit.gz
1066,Background noise,BLEN7M_20120110_111512_25.fit.gz
1067,Background noise,INPE_20120110_111905_59.fit.gz
1068,Background noise,KRIM_20120110_113001_00.fit.gz
1069,Background noise,INPE_20120110_113408_59.fit.gz
1070,Background noise,KRIM_20120110_114501_02.fit.gz
1071,Background noise,INPE_20120110_114910_59.fit.gz
1072,Background noise,BLEN7M_20120110_120001_25.fit.gz
1073,Background noise,INPE_20120110_120412_59.fit.gz
1074,Background noise,BLEN7M_20120110_121503_25.fit.gz
1075,Background noise,INPE_20120110_121914_59.fit.gz
1076,Background noise,BLEN7M_20120110_123004_25.fit.gz
1077,Background noise,INPE_20120110_123416_59.fit.gz
1078,Background noise,BLEN7M_20120110_124505_25.fit.gz
1079,Background noise,INPE_20120110_124919_59.fit.gz
1080,Background noise,BLEN7M_20120110_130006_25.fit.gz
1081,Background noise,INPE_20120110_130421_59.fit.gz
1082,Background noise,BLEN7M_20120110_131508_25.fit.gz
1083,Background noise,INPE_20120110_131923_59.fit.gz
1084,Background noise,BLEN7M_20120110_133009_25.fit.gz
1085,Background noise,INPE_20120110_133425_59.fit.gz
1086,Background noise,BLEN7M_20120110_134510_25.fit.gz
1087,Background noise,INPE_20120110_134927_59.fit.gz
1088,Background noise,BLEN7M_20120110_140011_25.fit.gz
1089,Background noise,INPE_20120110_140429_59.fit.gz
1090,Background noise,BLEN7M_20120110_141513_25.fit.gz
1091,Background noise,INPE_20120110_141932_59.fit.gz
1092,Background noise,BLEN7M_20120110_143014_25.fit.gz
1093,Background noise,INPE_20120110_143434_59.fit.gz
1094,Background noise,BLEN7M_20120110_144515_25.fit.gz
1095,Background noise,INPE_20120110_144936_59.fit.gz
1096,Type 2,BLEN7M_20120110_150016_25.fit.gz
1097,Type 2,BLEN7M_20120110_151518_25.fit.gz
1098,Background noise,INPE_20120110_153004_59.fit.gz
1099,Background noise,INPE_20120110_154507_58.fit.gz
1100,Background noise,INPE_20120110_160009_59.fit.gz
1101,Background noise,INPE_20120110_161511_59.fit.gz
1102,Background noise,INPE_20120110_163013_59.fit.gz
1103,Background noise,INPE_20120110_164516_58.fit.gz
1104,Background noise,INPE_20120110_170018_58.fit.gz
1105,Background noise,INPE_20120110_171520_58.fit.gz
1106,Background noise,INPE_20120110_173022_59.fit.gz
1107,Background noise,INPE_20120110_174525_58.fit.gz
1108,Background noise,INPE_20120110_180027_58.fit.gz
1109,Background noise,INPE_20120110_181529_58.fit.gz
1110,Background noise,INPE_20120110_183031_58.fit.gz
1111,Background noise,INPE_20120110_184534_58.fit.gz
1112,Background noise,INPE_20120110_190036_58.fit.gz
1113,Background noise,INPE_20120110_191538_58.fit.gz
1114,Background noise,INPE_20120110_193040_58.fit.gz
1115,Background noise,INPE_20120110_194543_58.fit.gz
1116,Background noise,ALASKA_20120110_200000_59.fit.gz
1117,Background noise,ALASKA_20120110_201500_59.fit.gz
1118,Background noise,ALASKA_20120110_203000_59.fit.gz
1119,Background noise,ALASKA_20120110_204500_59.fit.gz
1120,Background noise,ALASKA_20120110_210000_59.fit.gz
1121,Background noise,ALASKA_20120110_211500_59.fit.gz
1122,Background noise,ALASKA_20120110_213000_59.fit.gz
1123,Background noise,ALASKA_20120110_214500_59.fit.gz
1124,Background noise,ALASKA_20120110_220000_59.fit.gz
1125,Background noise,ALASKA_20120110_221500_59.fit.gz
1126,Background noise,ALASKA_20120110_223000_59.fit.gz
1127,Background noise,ALASKA_20120110_224500_59.fit.gz
1128,Background noise,ALASKA_20120110_230000_59.fit.gz
1129,Background noise,ALASKA_20120110_231500_59.fit.gz
1130,Background noise,ALASKA_20120110_233000_59.fit.gz
1131,Background noise,ALASKA_20120110_234500_59.fit.gz
1132,Background noise,ALASKA_20120111_000000_59.fit.gz
1133,Background noise,ALASKA_20120111_001500_59.fit.gz
1134,Background noise,ALASKA_20120111_003000_59.fit.gz
1135,Background noise,ALASKA_20120111_004500_59.fit.gz
1136,Background noise,ALASKA_20120111_010000_59.fit.gz
1137,Type 3,ALMATY_20120111_014000_59.fit.gz
1138,Type 3,ALMATY_20120111_015500_59.fit.gz
1139,Type 3,ALMATY_20120111_021000_59.fit.gz
1140,Type 3,ALMATY_20120111_022500_59.fit.gz
1141,Background noise,OOTY_20120111_023000_59.fit.gz
1142,Type 3,ALMATY_20120111_024000_59.fit.gz
1143,Background noise,OOTY_20120111_024500_59.fit.gz
1144,Type 3,ALMATY_20120111_025500_59.fit.gz
1145,Background noise,OOTY_20120111_030000_59.fit.gz
1146,Type 3,ALMATY_20120111_031000_59.fit.gz
1147,Background noise,SSRT_20120111_031500_59.fit.gz
1148,Type 3,ALMATY_20120111_032500_59.fit.gz
1149,Background noise,SSRT_20120111_033000_59.fit.gz
1150,Type 3,ALMATY_20120111_034000_59.fit.gz
1151,Background noise,OOTY_20120111_034500_59.fit.gz
1152,Background noise,ALMATY_20120111_035500_59.fit.gz
1153,Background noise,SSRT_20120111_040000_59.fit.gz
1154,Background noise,ALMATY_20120111_041000_59.fit.gz
1155,Background noise,SSRT_20120111_041500_59.fit.gz
1156,Background noise,ALMATY_20120111_042500_59.fit.gz
1157,Background noise,SSRT_20120111_043000_59.fit.gz
1158,Background noise,ALMATY_20120111_044000_59.fit.gz
1159,Background noise,SSRT_20120111_044500_59.fit.gz
1160,Background noise,ALMATY_20120111_045500_59.fit.gz
1161,Background noise,SWMC_20120111_050000_59.fit.gz
1162,Background noise,ALMATY_20120111_051000_59.fit.gz
1163,Background noise,SWMC_20120111_051500_59.fit.gz
1164,Background noise,ALMATY_20120111_052500_59.fit.gz
1165,Background noise,SWMC_20120111_053000_59.fit.gz
1166,Background noise,ALMATY_20120111_054000_59.fit.gz
1167,Background noise,SWMC_20120111_054500_59.fit.gz
1168,Background noise,ALMATY_20120111_055500_59.fit.gz
1169,Background noise,SWMC_20120111_060000_59.fit.gz
1170,Background noise,ALMATY_20120111_061000_59.fit.gz
1171,Background noise,SWMC_20120111_061500_59.fit.gz
1172,Background noise,ALMATY_20120111_062500_59.fit.gz
1173,Background noise,SWMC_20120111_063000_59.fit.gz
1174,Background noise,KRIM_20120111_063715_00.fit.gz
1175,Background noise,SWMC_20120111_064500_59.fit.gz
1176,Background noise,KRIM_20120111_065215_00.fit.gz
1177,Background noise,SWMC_20120111_070000_59.fit.gz
1178,Background noise,KRIM_20120111_070715_00.fit.gz
1179,Background noise,HURBANOVO_20120111_071505_59.fit.gz
1180,Background noise,KRIM_20120111_072215_00.fit.gz
1181,Background noise,HURBANOVO_20120111_073005_59.fit.gz
1182,Background noise,KRIM_20120111_073715_00.fit.gz
1183,Background noise,HURBANOVO_20120111_074505_59.fit.gz
1184,Background noise,KRIM_20120111_075216_00.fit.gz
1185,Background noise,HURBANOVO_20120111_080005_59.fit.gz
1186,Background noise,KRIM_20120111_080716_00.fit.gz
1187,Type 2,HURBANOVO_20120111_081505_59.fit.gz
1188,Type 2,KRIM_20120111_082216_00.fit.gz
1189,Background noise,HURBANOVO_20120111_083005_59.fit.gz
1190,Background noise,KRIM_20120111_083716_00.fit.gz
1191,Background noise,HURBANOVO_20120111_084505_59.fit.gz
1192,Background noise,KRIM_20120111_085216_00.fit.gz
1193,Background noise,BLEN7M_20120111_090006_25.fit.gz
1194,Background noise,KRIM_20120111_090716_00.fit.gz
1195,Background noise,BLEN7M_20120111_091508_25.fit.gz
1196,Background noise,KRIM_20120111_092216_00.fit.gz
1197,Background noise,BLEN7M_20120111_093009_25.fit.gz
1198,Background noise,KRIM_20120111_093716_00.fit.gz
1199,Background noise,BLEN7M_20120111_094510_25.fit.gz
1200,Background noise,KRIM_20120111_095216_00.fit.gz
1201,Background noise,BLEN7M_20120111_100011_25.fit.gz
1202,Background noise,KRIM_20120111_100716_00.fit.gz
1203,Background noise,BLEN7M_20120111_101512_25.fit.gz
1204,Background noise,KRIM_20120111_102216_00.fit.gz
1205,Background noise,BLEN7M_20120111_103014_25.fit.gz
1206,Background noise,KRIM_20120111_103716_00.fit.gz
1207,Type 3,BLEN7M_20120111_104515_25.fit.gz
1208,Background noise,OSRA_20120111_104900_59.fit.gz
1209,Type 3,KRIM_20120111_105216_00.fit.gz
1210,Type 3,BLEN7M_20120111_110016_25.fit.gz
1211,Type 3,KRIM_20120111_110716_00.fit.gz
1212,Type 3,BLEN7M_20120111_111517_25.fit.gz
1213,Type 3,KRIM_20120111_112216_00.fit.gz
1214,Background noise,MRTU_20120111_113000_59.fit.gz
1215,Background noise,KRIM_20120111_113716_00.fit.gz
1216,Background noise,MRTU_20120111_114500_59.fit.gz
1217,Background noise,BLEN7M_20120111_120002_25.fit.gz
1218,Background noise,BLEN7M_20120111_121503_25.fit.gz
1219,Background noise,BLEN7M_20120111_123004_25.fit.gz
1220,Background noise,BLEN7M_20120111_124505_25.fit.gz
1221,Background noise,BLEN7M_20120111_130007_25.fit.gz
1222,Background noise,BLEN7M_20120111_131508_25.fit.gz
1223,Background noise,BLEN7M_20120111_133009_25.fit.gz
1224,Background noise,BLEN7M_20120111_134510_25.fit.gz
1225,Background noise,BLEN7M_20120111_140012_25.fit.gz
1226,Background noise,BLEN7M_20120111_141513_25.fit.gz
1227,Background noise,BLEN7M_20120111_143014_25.fit.gz
1228,Background noise,BLEN7M_20120111_144516_24.fit.gz
1229,Type 2,BLEN7M_20120111_150017_25.fit.gz
1230,Background noise,BLEN7M_20120111_151518_25.fit.gz
1231,Background noise,DARO_20120111_153002_59.fit.gz
1232,Background noise,INPE_20120111_154500_59.fit.gz
1233,Background noise,INPE_20120111_160000_59.fit.gz
1234,Background noise,INPE_20120111_161500_59.fit.gz
1235,Background noise,INPE_20120111_163000_59.fit.gz
1236,Background noise,INPE_20120111_164500_59.fit.gz
1237,Background noise,INPE_20120111_170000_58.fit.gz
1238,Background noise,INPE_20120111_171500_58.fit.gz
1239,Background noise,INPE_20120111_173000_58.fit.gz
1240,Background noise,INPE_20120111_174500_58.fit.gz
1241,Background noise,INPE_20120111_180000_58.fit.gz
1242,Background noise,INPE_20120111_181500_58.fit.gz
1243,Background noise,INPE_20120111_183000_58.fit.gz
1244,Background noise,INPE_20120111_184500_58.fit.gz
1245,Clear,MRTU_20120111_190000_59.fit.gz
1246,Background noise,INPE_20120111_191500_58.fit.gz
1247,Background noise,INPE_20120111_193000_58.fit.gz
1248,Background noise,INPE_20120111_194500_58.fit.gz
1249,Background noise,ALASKA_20120111_200000_59.fit.gz
1250,Background noise,ALASKA_20120111_201500_59.fit.gz
1251,Background noise,BIR_20120111_203000_02.fit.gz
1252,Background noise,BIR_20120111_204500_02.fit.gz
1253,Background noise,ALASKA_20120111_210000_59.fit.gz
1254,Background noise,ALASKA_20120111_211500_59.fit.gz
1255,Background noise,ALASKA_20120111_213000_59.fit.gz
1256,Background noise,ALASKA_20120111_214500_59.fit.gz
1257,Background noise,ALASKA_20120111_220000_59.fit.gz
1258,Background noise,ALASKA_20120111_221500_59.fit.gz
1259,Background noise,ALASKA_20120111_223000_59.fit.gz
1260,Background noise,ALASKA_20120111_224500_59.fit.gz
1261,Background noise,ALASKA_20120111_230000_59.fit.gz
1262,Background noise,ALASKA_20120111_231500_59.fit.gz
1263,Background noise,ALASKA_20120111_233000_59.fit.gz
1264,Background noise,ALASKA_20120111_234500_59.fit.gz
1265,Background noise,ALASKA_20120112_000000_59.fit.gz
1266,Background noise,ALASKA_20120112_001500_59.fit.gz
1267,Background noise,ALASKA_20120112_003000_59.fit.gz
1268,Background noise,ALASKA_20120112_004500_59.fit.gz
1269,Clear,RCAG_20120112_010000_59.fit.gz
1270,Clear,RCAG_20120112_011500_59.fit.gz
1271,Clear,RCAG_20120112_013000_59.fit.gz
1272,Type 3,ALMATY_20120112_014000_59.fit.gz
1273,Type 3,ALMATY_20120112_015500_59.fit.gz
1274,Background noise,SSRT_20120112_020000_59.fit.gz
1275,Background noise,SSRT_20120112_021500_59.fit.gz
1276,Type 3,ALMATY_20120112_022500_59.fit.gz
1277,Background noise,OOTY_20120112_023000_59.fit.gz
1278,Type 3,ALMATY_20120112_024000_59.fit.gz
1279,Background noise,SSRT_20120112_024500_59.fit.gz
1280,Type 3,ALMATY_20120112_025500_59.fit.gz
1281,Background noise,OOTY_20120112_030001_58.fit.gz
1282,Type 3,ALMATY_20120112_031000_59.fit.gz
1283,Background noise,OOTY_20120112_031501_59.fit.gz
1284,Type 3,ALMATY_20120112_032500_59.fit.gz
1285,Background noise,OOTY_20120112_033002_58.fit.gz
1286,Background noise,ALMATY_20120112_034000_59.fit.gz
1287,Background noise,OOTY_20120112_034502_58.fit.gz
1288,Background noise,ALMATY_20120112_035500_59.fit.gz
1289,Background noise,OOTY_20120112_040002_58.fit.gz
1290,Background noise,ALMATY_20120112_041000_59.fit.gz
1291,Background noise,OOTY_20120112_041502_58.fit.gz
1292,Clear,ALMATY_20120112_042500_59.fit.gz
1293,Background noise,OOTY_20120112_043002_58.fit.gz
1294,Background noise,ALMATY_20120112_044000_59.fit.gz
1295,Background noise,OOTY_20120112_044502_58.fit.gz
1296,Background noise,ALMATY_20120112_045500_59.fit.gz
1297,Background noise,OOTY_20120112_050002_58.fit.gz
1298,Background noise,ALMATY_20120112_051000_59.fit.gz
1299,Background noise,OOTY_20120112_051502_58.fit.gz
1300,Clear,ALMATY_20120112_052500_59.fit.gz
1301,Background noise,OOTY_20120112_053002_58.fit.gz
1302,Background noise,ALMATY_20120112_054000_59.fit.gz
1303,Background noise,OOTY_20120112_054502_58.fit.gz
1304,Background noise,ALMATY_20120112_055500_59.fit.gz
1305,Background noise,OOTY_20120112_060002_58.fit.gz
1306,Background noise,ALMATY_20120112_061000_59.fit.gz
1307,Background noise,OOTY_20120112_061502_58.fit.gz
1308,Background noise,ALMATY_20120112_062500_59.fit.gz
1309,Background noise,OOTY_20120112_063002_58.fit.gz
1310,Background noise,KRIM_20120112_063739_00.fit.gz
1311,Background noise,OOTY_20120112_064502_58.fit.gz
1312,Background noise,OOTY_20120112_070001_58.fit.gz
1313,Background noise,KRIM_20120112_070739_00.fit.gz
1314,Background noise,OOTY_20120112_071501_58.fit.gz
1315,Background noise,KRIM_20120112_072239_00.fit.gz
1316,Background noise,OOTY_20120112_073001_58.fit.gz
1317,Background noise,KRIM_20120112_073739_00.fit.gz
1318,Background noise,OOTY_20120112_074501_58.fit.gz
1319,Background noise,KRIM_20120112_075240_00.fit.gz
1320,Background noise,OOTY_20120112_080001_58.fit.gz
1321,Background noise,KRIM_20120112_080740_00.fit.gz
1322,Type 3,OOTY_20120112_081501_58.fit.gz
1323,Background noise,KRIM_20120112_082240_00.fit.gz
1324,Background noise,OSRA_20120112_083300_59.fit.gz
1325,Background noise,KRIM_20120112_083740_00.fit.gz
1326,Background noise,OSRA_20120112_084800_59.fit.gz
1327,Background noise,KRIM_20120112_085240_00.fit.gz
1328,Background noise,OOTY_20120112_090001_58.fit.gz
1329,Background noise,OSRA_20120112_090302_59.fit.gz
1330,Background noise,KRIM_20120112_090740_00.fit.gz
1331,Background noise,OOTY_20120112_091501_58.fit.gz
1332,Background noise,OSRA_20120112_091802_59.fit.gz
1333,Type 3,KRIM_20120112_092240_00.fit.gz
1334,Background noise,OOTY_20120112_093001_58.fit.gz
1335,Background noise,OSRA_20120112_093302_59.fit.gz
1336,Background noise,KRIM_20120112_093740_00.fit.gz
1337,Background noise,OOTY_20120112_094501_58.fit.gz
1338,Background noise,OSRA_20120112_094802_59.fit.gz
1339,Background noise,KRIM_20120112_095240_00.fit.gz
1340,Background noise,OOTY_20120112_100001_58.fit.gz
1341,Background noise,OSRA_20120112_100302_59.fit.gz
1342,Background noise,KRIM_20120112_100740_00.fit.gz
1343,Background noise,DARO_20120112_101502_59.fit.gz
1344,Background noise,OSRA_20120112_101802_59.fit.gz
1345,Background noise,KRIM_20120112_102240_00.fit.gz
1346,Background noise,DARO_20120112_103002_59.fit.gz
1347,Background noise,OSRA_20120112_103302_59.fit.gz
1348,Type 3,KRIM_20120112_103740_00.fit.gz
1349,Background noise,DARO_20120112_104502_59.fit.gz
1350,Background noise,OSRA_20120112_104802_59.fit.gz
1351,Background noise,KRIM_20120112_105240_00.fit.gz
1352,Background noise,DARO_20120112_110002_59.fit.gz
1353,Background noise,KRIM_20120112_110740_00.fit.gz
1354,Background noise,DARO_20120112_111502_59.fit.gz
1355,Background noise,KRIM_20120112_112240_00.fit.gz
1356,Background noise,OSRA_20120112_113000_59.fit.gz
1357,Background noise,KRIM_20120112_113740_00.fit.gz
1358,Background noise,OSRA_20120112_114500_59.fit.gz
1359,Background noise,OSRA_20120112_120000_59.fit.gz
1360,Background noise,DARO_20120112_121501_59.fit.gz
1361,Background noise,DARO_20120112_123001_59.fit.gz
1362,Background noise,DARO_20120112_124501_59.fit.gz
1363,Background noise,DARO_20120112_130001_59.fit.gz
1364,Background noise,DARO_20120112_131501_59.fit.gz
1365,Background noise,DARO_20120112_133001_59.fit.gz
1366,Background noise,DARO_20120112_134502_59.fit.gz
1367,Background noise,DARO_20120112_140001_59.fit.gz
1368,Background noise,DARO_20120112_141502_59.fit.gz
1369,Background noise,DARO_20120112_143002_59.fit.gz
1370,Background noise,DARO_20120112_144502_59.fit.gz
1371,Background noise,DARO_20120112_150002_59.fit.gz
1372,Background noise,DARO_20120112_151502_59.fit.gz
1373,Background noise,DARO_20120112_153002_59.fit.gz
1374,Background noise,INPE_20120112_154500_59.fit.gz
1375,Background noise,INPE_20120112_160000_59.fit.gz
1376,Background noise,INPE_20120112_161500_59.fit.gz
1377,Background noise,INPE_20120112_163000_59.fit.gz
1378,Background noise,INPE_20120112_164500_58.fit.gz
1379,Background noise,INPE_20120112_170000_58.fit.gz
1380,Background noise,INPE_20120112_171500_58.fit.gz
1381,Background noise,INPE_20120112_173000_58.fit.gz
1382,Background noise,INPE_20120112_174500_58.fit.gz
1383,Background noise,INPE_20120112_180000_58.fit.gz
1384,Background noise,INPE_20120112_181500_58.fit.gz
1385,Background noise,INPE_20120112_183000_58.fit.gz
1386,Background noise,INPE_20120112_184500_58.fit.gz
1387,Background noise,MRTU_20120112_190000_59.fit.gz
1388,Background noise,INPE_20120112_191500_58.fit.gz
1389,Background noise,BIR_20120112_193000_02.fit.gz
1390,Background noise,BIR_20120112_194500_02.fit.gz
1391,Background noise,BIR_20120112_200000_02.fit.gz
1392,Background noise,BIR_20120112_201500_02.fit.gz
1393,Background noise,BIR_20120112_203000_02.fit.gz
1394,Background noise,BIR_20120112_204500_02.fit.gz
1395,Background noise,BIR_20120112_210000_02.fit.gz
1396,Background noise,BIR_20120112_211500_02.fit.gz
1397,Background noise,BIR_20120112_213000_02.fit.gz
1398,Background noise,BIR_20120112_214500_02.fit.gz
1399,Background noise,BIR_20120112_220000_02.fit.gz
1400,Background noise,BIR_20120112_221500_02.fit.gz
1401,Background noise,ALASKA_20120112_223000_59.fit.gz
1402,Background noise,ALASKA_20120112_224500_59.fit.gz
1403,Background noise,ALASKA_20120112_230000_59.fit.gz
1404,Background noise,ALASKA_20120112_231500_59.fit.gz
1405,Background noise,ALASKA_20120112_233000_59.fit.gz
1406,Background noise,ALASKA_20120112_234500_59.fit.gz
1407,Background noise,ALASKA_20120113_000000_59.fit.gz
1408,Background noise,ALASKA_20120113_001500_59.fit.gz
1409,Background noise,ALASKA_20120113_003000_59.fit.gz
1410,Background noise,ALASKA_20120113_004500_59.fit.gz
1411,Background noise,ALASKA_20120113_010000_59.fit.gz
1412,Background noise,RCAG_20120113_020001_59.fit.gz
1413,Background noise,MRTU_20120113_021500_59.fit.gz
1414,Background noise,OOTY_20120113_023000_59.fit.gz
1415,Background noise,OOTY_20120113_024500_59.fit.gz
1416,Background noise,OOTY_20120113_030000_59.fit.gz
1417,Background noise,OOTY_20120113_031500_59.fit.gz
1418,Background noise,OOTY_20120113_033000_59.fit.gz
1419,Background noise,MRTV_20120113_033554_59.fit.gz
1420,Background noise,MRTU_20120113_034502_59.fit.gz
1421,Background noise,MRTV_20120113_035054_59.fit.gz
1422,Background noise,MRTU_20120113_040002_59.fit.gz
1423,Background noise,MRTV_20120113_040554_59.fit.gz
1424,Background noise,MRTU_20120113_041502_59.fit.gz
1425,Background noise,MRTV_20120113_042053_59.fit.gz
1426,Background noise,ALMATY_20120113_042500_59.fit.gz
1427,Background noise,MRTU_20120113_043002_59.fit.gz
1428,Background noise,MRTV_20120113_043553_59.fit.gz
1429,Background noise,ALMATY_20120113_044000_59.fit.gz
1430,Background noise,MRTU_20120113_044509_59.fit.gz
1431,Background noise,MRTV_20120113_045053_59.fit.gz
1432,Background noise,ALMATY_20120113_045500_59.fit.gz
1433,Background noise,MRTU_20120113_050009_59.fit.gz
1434,Background noise,ALMATY_20120113_051000_59.fit.gz
1435,Background noise,MRTU_20120113_051509_59.fit.gz
1436,Background noise,ALMATY_20120113_052500_59.fit.gz
1437,Background noise,MRTU_20120113_053009_59.fit.gz
1438,Background noise,ALMATY_20120113_054000_59.fit.gz
1439,Background noise,MRTU_20120113_054509_59.fit.gz
1440,Background noise,ALMATY_20120113_055500_59.fit.gz
1441,Background noise,SWMC_20120113_060000_59.fit.gz
1442,Background noise,KRIM_20120113_060803_00.fit.gz
1443,Background noise,SWMC_20120113_061500_59.fit.gz
1444,Background noise,ALMATY_20120113_062500_59.fit.gz
1445,Background noise,SWMC_20120113_063000_59.fit.gz
1446,Background noise,KRIM_20120113_063803_00.fit.gz
1447,Background noise,SWMC_20120113_064500_59.fit.gz
1448,Background noise,KRIM_20120113_065303_00.fit.gz
1449,Background noise,SWMC_20120113_070000_59.fit.gz
1450,Background noise,KRIM_20120113_070803_00.fit.gz
1451,Background noise,SWMC_20120113_071500_59.fit.gz
1452,Type 3,KRIM_20120113_072303_00.fit.gz
1453,Background noise,SWMC_20120113_073000_59.fit.gz
1454,Background noise,KRIM_20120113_073803_00.fit.gz
1455,Background noise,SWMC_20120113_074500_59.fit.gz
1456,Background noise,KRIM_20120113_075303_00.fit.gz
1457,Background noise,SWMC_20120113_080000_59.fit.gz
1458,Type 3,KRIM_20120113_080803_00.fit.gz
1459,Background noise,SWMC_20120113_081500_59.fit.gz
1460,Clear,KRIM_20120113_082304_00.fit.gz
1461,Background noise,DARO_20120113_083001_59.fit.gz
1462,Clear,KRIM_20120113_083804_00.fit.gz
1463,Background noise,DARO_20120113_084501_59.fit.gz
1464,Clear,KRIM_20120113_085304_00.fit.gz
1465,Background noise,OSRA_20120113_090200_59.fit.gz
1466,Type 3,KRIM_20120113_090804_00.fit.gz
1467,Type 3,OSRA_20120113_091700_59.fit.gz
1468,Clear,KRIM_20120113_092304_00.fit.gz
1469,Background noise,DARO_20120113_093001_59.fit.gz
1470,Background noise,KRIM_20120113_093804_00.fit.gz
1471,Background noise,DARO_20120113_094501_59.fit.gz
1472,Background noise,KRIM_20120113_095304_00.fit.gz
1473,Background noise,DARO_20120113_100001_59.fit.gz
1474,Clear,KRIM_20120113_100804_00.fit.gz
1475,Background noise,DARO_20120113_101502_59.fit.gz
1476,Clear,KRIM_20120113_102304_00.fit.gz
1477,Background noise,DARO_20120113_103002_59.fit.gz
1478,Type 3,KRIM_20120113_103804_00.fit.gz
1479,Type 3,OSRA_20120113_104659_59.fit.gz
1480,Type 3,KRIM_20120113_105304_00.fit.gz
1481,Background noise,DARO_20120113_110002_59.fit.gz
1482,Clear,KRIM_20120113_110804_00.fit.gz
1483,Background noise,DARO_20120113_111502_59.fit.gz
1484,Type 3,KRIM_20120113_112304_00.fit.gz
1485,Background noise,MRTU_20120113_113000_59.fit.gz
1486,Type 3,KRIM_20120113_113804_00.fit.gz
1487,Background noise,MRTU_20120113_114500_59.fit.gz
1488,Background noise,MRTU_20120113_120000_59.fit.gz
1489,Background noise,DARO_20120113_121501_59.fit.gz
1490,Background noise,DARO_20120113_123001_59.fit.gz
1491,Background noise,DARO_20120113_124501_59.fit.gz
1492,Background noise,DARO_20120113_130001_59.fit.gz
1493,Background noise,DARO_20120113_131501_59.fit.gz
1494,Background noise,DARO_20120113_133001_59.fit.gz
1495,Background noise,DARO_20120113_134501_59.fit.gz
1496,Background noise,DARO_20120113_140002_59.fit.gz
1497,Background noise,DARO_20120113_141502_59.fit.gz
1498,Background noise,DARO_20120113_143002_59.fit.gz
1499,Background noise,BLEN5M_20120113_143645_59.fit.gz
1500,Background noise,DARO_20120113_144502_59.fit.gz
1501,Background noise,BLEN5M_20120113_145145_59.fit.gz
1502,Background noise,DARO_20120113_150002_59.fit.gz
1503,Background noise,BLEN5M_20120113_150647_59.fit.gz
1504,Background noise,DARO_20120113_151502_59.fit.gz
1505,Background noise,DARO_20120113_153002_59.fit.gz
1506,Background noise,INPE_20120113_154500_58.fit.gz
1507,Background noise,INPE_20120113_160000_58.fit.gz
1508,Background noise,INPE_20120113_161500_58.fit.gz
1509,Background noise,INPE_20120113_163000_58.fit.gz
1510,Background noise,INPE_20120113_164500_58.fit.gz
1511,Background noise,INPE_20120113_170000_58.fit.gz
1512,Background noise,INPE_20120113_171500_58.fit.gz
1513,Background noise,INPE_20120113_173000_58.fit.gz
1514,Background noise,INPE_20120113_174500_58.fit.gz
1515,Background noise,INPE_20120113_180000_58.fit.gz
1516,Background noise,INPE_20120113_181500_58.fit.gz
1517,Background noise,INPE_20120113_183000_58.fit.gz
1518,Background noise,INPE_20120113_184500_58.fit.gz
1519,Background noise,MRTV_20120113_190000_59.fit.gz
1520,Background noise,INPE_20120113_191500_58.fit.gz
1521,Background noise,INPE_20120113_193000_58.fit.gz
